日期,时间,纬度,经度,深度,震级类型,震级值,事件类型,参考地名
2013-04-20,15:36:25.1,30.35,102.92,5,ML,2.5,eq,四川宝兴
2013-04-20,15:35:48.7,30.31,102.95,15,ML,3.0,eq,四川芦山
2013-04-20,15:35:16.0,30.20,102.84,17,ML,2.6,eq,四川宝兴
2013-04-20,15:32:53.7,30.26,102.95,14,ML,2.4,eq,四川芦山
2013-04-20,15:30:23.8,30.36,102.95,14,ML,2.9,eq,四川芦山
2013-04-20,15:27:30.4,30.26,102.94,10,ML,2.7,eq,四川芦山
2013-04-20,15:27:07.2,30.22,102.86,22,ML,2.5,eq,四川芦山
2013-04-20,15:26:19.1,30.38,102.96,5,ML,2.7,eq,四川芦山
2013-04-20,15:25:15.9,30.30,102.93,6,ML,2.8,eq,四川芦山
2013-04-20,15:23:50.0,30.37,102.90,5,ML,2.5,eq,四川宝兴
2013-04-20,15:22:09.7,30.42,102.97,13,ML,2.5,eq,四川芦山
2013-04-20,15:18:33.9,30.39,103.00,17,Ms,4.1,eq,四川宝兴
2013-04-20,15:16:10.9,30.35,102.95,14,ML,2.7,eq,四川芦山
2013-04-20,15:12:22.8,30.40,102.92,13,ML,3.5,eq,四川芦山
2013-04-20,15:09:46.9,30.30,102.99,9,ML,2.4,eq,四川芦山
2013-04-20,15:08:21.3,30.26,102.96,6,ML,2.1,eq,四川芦山
2013-04-20,15:05:05.3,30.15,102.81,19,ML,3.1,eq,四川天全
2013-04-20,15:04:09.6,30.29,102.88,4,ML,2.8,eq,四川芦山
2013-04-20,14:54:50.2,30.17,102.84,16,ML,2.8,eq,四川天全
2013-04-20,14:45:41.7,30.30,102.93,24,ML,3.2,eq,四川芦山
2013-04-20,14:43:20.6,30.17,102.88,21,ML,3.9,eq,四川芦山
2013-04-20,14:42:11.1,30.34,102.96,7,ML,2.6,eq,四川芦山
2013-04-20,14:40:39.4,30.28,102.97,7,ML,2.5,eq,四川芦山
2013-04-20,14:38:18.7,30.31,102.98,26,ML,2.7,eq,四川芦山
2013-04-20,14:36:37.9,30.24,103.04,16,ML,2.9,eq,四川芦山
2013-04-20,14:35:34.6,30.31,102.92,16,ML,2.5,eq,四川芦山
2013-04-20,14:27:06.0,30.19,102.89,18,ML,2.6,eq,四川芦山
2013-04-20,14:23:15.7,30.24,102.91,23,ML,3.2,eq,四川芦山
2013-04-20,14:21:14.3,30.32,102.91,24,ML,2.6,eq,四川芦山
2013-04-20,14:20:11.7,30.16,102.85,15,ML,2.9,eq,四川天全
2013-04-20,14:12:45.0,30.16,102.81,18,ML,3.0,eq,四川天全
2013-04-20,14:11:22.1,30.33,102.93,24,ML,2.7,eq,四川芦山
2013-04-20,14:09:46.6,30.18,102.91,17,ML,2.3,eq,四川芦山
2013-04-20,14:03:25.4,30.27,102.82,14,ML,2.7,eq,四川宝兴
2013-04-20,13:59:52.2,30.26,102.89,26,ML,2.6,eq,四川芦山
2013-04-20,13:59:06.7,30.17,102.80,10,ML,2.7,eq,四川天全
2013-04-20,13:56:04.5,30.26,102.89,20,ML,2.8,eq,四川芦山
2013-04-20,13:54:53.3,30.15,102.81,10,ML,3.1,eq,四川天全
2013-04-20,13:54:08.0,31.23,103.47,8,ML,2.2,eq,四川汶川
2013-04-20,13:52:06.5,30.30,102.92,25,ML,3.5,eq,四川芦山
2013-04-20,13:50:16.9,30.25,102.93,23,ML,3.2,eq,四川芦山
2013-04-20,13:48:16.3,30.31,102.91,17,ML,3.3,eq,四川芦山
2013-04-20,13:44:01.9,30.08,102.83,17,ML,3.7,eq,四川天全
2013-04-20,13:41:30.4,30.22,102.88,15,ML,2.2,eq,四川芦山
2013-04-20,13:39:05.3,30.30,102.93,23,ML,3.8,eq,四川芦山
2013-04-20,13:36:35.7,30.18,102.87,18,ML,3.8,eq,四川芦山
2013-04-20,13:32:18.3,30.15,102.82,18,ML,3.3,eq,四川天全
2013-04-20,13:27:50.3,30.20,102.94,17,ML,2.9,eq,四川芦山
2013-04-20,13:23:58.8,30.20,102.90,13,ML,2.9,eq,四川芦山
2013-04-20,13:22:46.2,30.12,102.85,15,ML,3.3,eq,四川天全
2013-04-20,13:18:05.5,30.33,102.98,14,ML,2.8,eq,四川芦山
2013-04-20,13:14:47.2,30.29,102.91,25,ML,3.1,eq,四川芦山
2013-04-20,13:14:33.0,30.21,102.87,14,ML,3.0,eq,四川芦山
2013-04-20,13:09:28.5,30.07,102.80,12,ML,2.2,eq,四川天全
2013-04-20,13:04:35.7,30.30,102.93,10,ML,2.4,eq,四川芦山
2013-04-20,12:58:00.8,30.25,102.87,16,ML,2.4,eq,四川宝兴
2013-04-20,12:57:05.4,30.34,102.93,26,ML,2.7,eq,四川宝兴
2013-04-20,12:55:59.2,30.19,102.89,16,ML,2.5,eq,四川芦山
2013-04-20,12:53:58.2,30.26,102.92,8,ML,3.1,eq,四川芦山
2013-04-20,12:49:14.9,30.15,102.85,21,ML,3.0,eq,四川天全
2013-04-20,12:47:01.2,30.19,102.86,22,ML,3.4,eq,四川天全
2013-04-20,12:46:04.4,30.18,102.84,14,ML,3.0,eq,四川天全
2013-04-20,12:44:29.1,30.35,102.96,10,ML,2.8,eq,四川芦山
2013-04-20,12:40:48.9,30.30,102.98,11,ML,3.1,eq,四川芦山
2013-04-20,12:38:49.9,30.36,102.94,27,ML,3.6,eq,四川芦山
2013-04-20,12:37:45.8,30.26,102.82,10,ML,3.2,eq,四川宝兴
2013-04-20,12:35:44.5,30.33,102.91,16,ML,2.5,eq,四川宝兴
2013-04-20,12:28:42.1,30.30,102.93,17,ML,3.3,eq,四川芦山
2013-04-20,12:27:58.0,30.32,102.97,26,ML,3.1,eq,四川芦山
2013-04-20,12:27:13.8,30.28,102.87,25,ML,2.3,eq,四川芦山
2013-04-20,12:25:00.2,30.32,102.92,5,ML,2.4,eq,四川芦山
2013-04-20,12:23:43.9,30.37,102.97,26,ML,2.8,eq,四川芦山
2013-04-20,12:22:48.1,30.26,102.94,24,ML,3.0,eq,四川芦山
2013-04-20,12:21:16.0,30.43,102.89,16,ML,2.5,eq,四川宝兴
2013-04-20,12:20:07.5,30.17,102.85,16,ML,3.2,eq,四川天全
2013-04-20,12:19:20.4,30.19,102.90,20,ML,3.0,eq,四川芦山
2013-04-20,12:18:23.8,30.28,102.91,17,ML,2.4,eq,四川芦山
2013-04-20,12:17:14.0,30.26,102.92,17,ML,2.4,eq,四川芦山
2013-04-20,12:16:16.0,30.16,102.82,17,ML,2.8,eq,四川天全
2013-04-20,12:15:33.5,30.13,102.85,17,ML,3.3,eq,四川天全
2013-04-20,12:14:50.3,30.24,102.88,20,ML,2.3,eq,四川宝兴
2013-04-20,12:12:32.8,30.24,102.94,18,ML,2.7,eq,四川芦山
2013-04-20,12:11:42.6,30.16,102.89,18,ML,2.9,eq,四川芦山
2013-04-20,12:10:13.3,30.26,102.88,21,ML,2.4,eq,四川芦山
2013-04-20,12:09:13.8,30.18,102.85,18,ML,3.3,eq,四川天全
2013-04-20,12:07:38.8,30.18,102.81,21,ML,3.4,eq,四川天全
2013-04-20,12:04:50.0,30.18,102.86,22,ML,2.6,eq,四川天全
2013-04-20,12:04:01.2,30.31,102.88,26,ML,2.5,eq,四川芦山
2013-04-20,12:02:31.7,30.13,102.88,19,ML,3.3,eq,四川芦山
2013-04-20,12:00:32.2,30.22,102.90,18,ML,2.7,eq,四川芦山
2013-04-20,11:55:37.5,30.36,102.95,25,ML,4.0,eq,四川芦山
2013-04-20,11:54:27.2,30.25,102.94,24,ML,3.0,eq,四川芦山
2013-04-20,11:51:52.4,30.13,102.87,14,ML,2.8,eq,四川天全
2013-04-20,11:50:41.5,30.25,102.84,24,ML,3.4,eq,四川宝兴
2013-04-20,11:47:06.9,30.24,102.85,15,ML,1.9,eq,四川宝兴
2013-04-20,11:43:07.9,30.19,102.80,18,ML,2.8,eq,四川宝兴
2013-04-20,11:41:36.0,30.11,102.87,17,ML,3.0,eq,四川天全
2013-04-20,11:40:22.1,30.14,102.86,19,ML,3.9,eq,四川天全
2013-04-20,11:36:52.4,30.20,102.90,23,ML,3.9,eq,四川芦山
2013-04-20,11:36:03.8,30.16,102.96,5,ML,4.0,eq,四川芦山
2013-04-20,11:34:16.2,30.24,102.94,11,Ms,5.3,eq,四川天全
2013-04-20,11:32:53.9,30.27,102.93,12,ML,2.9,eq,四川芦山
2013-04-20,11:30:45.2,30.29,102.89,10,ML,3.1,eq,四川芦山
2013-04-20,11:29:10.9,30.18,102.85,18,ML,3.7,eq,四川天全
2013-04-20,11:25:58.5,29.82,102.96,5,ML,1.9,eq,四川雅安
2013-04-20,11:22:29.2,30.28,102.93,25,ML,2.4,eq,四川芦山
2013-04-20,11:21:51.2,30.25,102.91,14,ML,2.9,eq,四川芦山
2013-04-20,11:19:54.6,30.25,103.05,20,Ms,3.6,eq,四川宝兴
2013-04-20,11:12:27.8,30.13,102.82,17,ML,2.1,eq,四川天全
2013-04-20,11:09:50.6,30.20,102.80,5,ML,2.6,eq,四川宝兴
2013-04-20,11:06:53.7,30.25,102.86,12,ML,3.0,eq,四川芦山
2013-04-20,11:04:55.8,30.34,102.92,7,ML,3.6,eq,四川宝兴
2013-04-20,11:03:52.5,30.25,102.88,14,ML,3.1,eq,四川芦山
2013-04-20,11:00:44.3,30.14,102.81,19,ML,2.5,eq,四川天全
2013-04-20,10:57:57.3,30.32,102.96,20,ML,3.1,eq,四川芦山
2013-04-20,10:55:52.7,30.23,102.96,15,ML,3.1,eq,四川芦山
2013-04-20,10:52:11.9,30.17,102.85,18,ML,3.3,eq,四川天全
2013-04-20,10:46:45.9,30.27,102.95,18,ML,3.7,eq,四川芦山
2013-04-20,10:45:23.2,30.31,102.92,14,ML,2.8,eq,四川芦山
2013-04-20,10:42:35.4,30.30,102.92,22,ML,3.1,eq,四川芦山
2013-04-20,10:41:12.9,30.23,102.92,19,ML,3.9,eq,四川芦山
2013-04-20,10:38:36.9,30.25,103.01,17,Ms,4.6,eq,四川芦山
2013-04-20,10:36:03.8,30.27,102.94,22,ML,3.2,eq,四川芦山
2013-04-20,10:29:47.8,30.18,102.81,12,ML,4.1,eq,四川天全
2013-04-20,10:29:02.8,30.32,102.99,5,ML,2.5,eq,四川芦山
2013-04-20,10:26:57.9,30.32,103.04,5,ML,2.4,eq,四川芦山
2013-04-20,10:22:35.8,30.34,102.95,18,ML,3.1,eq,四川芦山
2013-04-20,10:19:05.5,30.33,102.92,15,Ms,4.3,eq,四川芦山
2013-04-20,10:17:38.3,30.18,102.85,25,ML,3.1,eq,四川天全
2013-04-20,10:16:50.9,30.25,102.89,16,ML,2.8,eq,四川芦山
2013-04-20,10:15:51.7,30.34,102.95,20,ML,3.2,eq,四川芦山
2013-04-20,10:15:43.5,30.21,102.86,24,ML,2.6,eq,四川芦山
2013-04-20,10:12:34.1,30.32,102.94,19,ML,4.0,eq,四川芦山
2013-04-20,10:11:24.8,29.90,102.89,12,ML,2.0,eq,四川雅安
2013-04-20,10:09:07.7,30.28,102.91,23,ML,3.1,eq,四川芦山
2013-04-20,10:06:27.1,30.26,102.88,26,ML,3.6,eq,四川芦山
2013-04-20,10:03:20.6,30.14,102.91,17,ML,2.8,eq,四川芦山
2013-04-20,10:02:04.3,32.67,105.37,6,ML,2.2,eq,四川青川
2013-04-20,10:01:43.3,30.17,102.90,15,Ms,3.7,eq,四川芦山
2013-04-20,09:57:49.2,30.21,102.92,18,ML,3.4,eq,四川芦山
2013-04-20,09:54:54.9,30.28,102.91,19,ML,3.5,eq,四川芦山
2013-04-20,09:53:27.0,30.06,102.78,8,ML,3.0,eq,四川天全
2013-04-20,09:47:40.9,30.28,103.01,25,ML,3.4,eq,四川芦山
2013-04-20,09:46:32.7,30.26,102.85,5,ML,2.9,eq,四川宝兴
2013-04-20,09:45:09.3,30.33,102.97,23,ML,3.3,eq,四川芦山
2013-04-20,09:41:59.9,30.33,102.89,5,ML,3.5,eq,四川宝兴
2013-04-20,09:39:34.7,30.13,102.86,17,Ms,4.5,eq,四川芦山
2013-04-20,09:37:29.1,30.28,102.99,15,Ms,4.9,eq,四川芦山
2013-04-20,09:35:36.9,30.22,102.91,18,ML,3.6,eq,四川芦山
2013-04-20,09:26:01.1,30.19,102.95,17,Ms,4.4,eq,四川芦山
2013-04-20,09:24:03.4,30.07,102.76,10,ML,3.4,eq,四川天全
2013-04-20,09:20:10.7,30.17,102.99,19,Ms,4.6,eq,四川芦山
2013-04-20,09:15:34.0,30.29,102.96,16,ML,3.8,eq,四川芦山
2013-04-20,09:14:41.3,30.31,102.94,22,ML,3.4,eq,四川芦山
2013-04-20,09:11:53.2,30.25,102.83,16,Ms,4.3,eq,四川宝兴
2013-04-20,09:10:54.6,30.25,102.98,21,ML,4.3,eq,四川芦山
2013-04-20,09:08:04.6,30.27,102.87,24,ML,3.6,eq,四川芦山
2013-04-20,09:04:22.2,30.27,102.95,24,ML,4.3,eq,四川芦山
2013-04-20,09:02:58.5,30.28,102.93,15,Ms,4.6,eq,四川宝兴
2013-04-20,08:58:44.4,30.25,102.92,16,ML,3.1,eq,四川芦山
2013-04-20,08:56:13.6,30.25,102.90,14,ML,3.7,eq,四川芦山
2013-04-20,08:54:41.4,30.34,102.95,6,ML,3.3,eq,四川芦山
2013-04-20,08:52:22.1,30.19,102.86,16,ML,4.0,eq,四川天全
2013-04-20,08:50:33.9,30.16,102.84,18,ML,3.5,eq,四川天全
2013-04-20,08:48:11.5,30.29,102.95,17,ML,3.4,eq,四川芦山
2013-04-20,08:46:23.8,30.27,102.89,15,ML,2.8,eq,四川芦山
2013-04-20,08:45:37.2,30.25,102.88,23,ML,3.6,eq,四川芦山
2013-04-20,08:42:35.1,30.26,102.88,22,ML,4.2,eq,四川芦山
2013-04-20,08:39:58.3,30.35,102.95,16,ML,4.2,eq,四川芦山
2013-04-20,08:37:13.0,30.18,102.93,19,Ms,4.1,eq,四川芦山
2013-04-20,08:33:00.7,30.30,102.91,5,ML,3.6,eq,四川芦山
2013-04-20,08:31:36.1,30.39,103.01,12,Ms,4.1,eq,四川芦山
2013-04-20,08:30:27.1,30.26,102.84,12,ML,4.1,eq,四川宝兴
2013-04-20,08:27:25.3,30.26,102.87,27,ML,4.2,eq,四川芦山
2013-04-20,08:25:43.9,30.30,102.91,5,ML,3.2,eq,四川芦山
2013-04-20,08:23:48.8,30.21,102.89,7,ML,3.1,eq,四川芦山
2013-04-20,08:21:05.3,30.26,102.86,5,ML,3.6,eq,四川宝兴
2013-04-20,08:20:38.8,30.16,102.85,10,ML,3.5,eq,四川天全
2013-04-20,08:19:40.2,30.27,102.84,15,ML,3.7,eq,四川宝兴
2013-04-20,08:18:03.0,30.20,102.92,20,ML,3.5,eq,四川芦山
2013-04-20,08:16:40.5,30.18,102.88,20,ML,3.8,eq,四川芦山
2013-04-20,08:15:34.9,30.33,102.90,19,ML,4.0,eq,四川宝兴
2013-04-20,08:14:58.9,30.26,102.95,18,ML,3.8,eq,四川芦山
2013-04-20,08:11:39.5,30.34,102.88,16,ML,4.1,eq,四川宝兴
2013-04-20,08:07:30.1,30.32,102.92,10,Ms,5.1,eq,四川芦山
2013-04-20,08:06:39.9,30.18,102.88,10,Ms,4.8,eq,四川芦山
2013-04-20,08:02:47.9,30.30,103.00,13,Ms,7.0,eq,四川芦山
2013-04-20,07:44:49.0,27.78,100.75,7,ML,1.1,eq,云南宁蒗
2013-04-20,06:53:31.0,32.03,104.53,16,ML,2.3,eq,四川北川
2013-04-20,03:08:46.1,29.46,105.57,6,ML,1.5,eq,重庆荣昌
2013-04-20,02:56:21.1,29.23,100.12,5,ML,3.0,eq,四川稻城
2013-04-19,23:39:00.1,31.09,103.38,5,ML,1.3,eq,四川汶川
2013-04-19,22:41:23.3,27.81,100.64,5,ML,1.2,eq,云南宁蒗
2013-04-19,22:23:52.5,31.66,104.04,14,ML,3.4,eq,四川绵竹
2013-04-19,22:11:18.9,29.64,101.95,5,ML,1.5,eq,四川泸定
2013-04-19,20:41:58.1,31.76,104.28,5,ML,1.5,eq,四川安县
2013-04-19,19:37:22.1,28.10,104.46,5,ML,1.8,eq,四川筠连
2013-04-19,18:04:55.3,28.17,104.40,9,ML,1.5,eq,云南盐津
2013-04-19,17:40:05.0,28.43,104.71,10,ML,1.2,eq,四川珙县
2013-04-19,15:32:39.3,31.08,103.53,9,ML,1.4,eq,四川都江堰
2013-04-19,15:13:57.9,31.35,103.32,5,ML,1.9,eq,四川汶川
2013-04-19,15:13:42.6,31.33,103.29,5,ML,1.7,eq,四川汶川
2013-04-19,14:42:00.7,27.23,100.73,12,ML,2.7,eq,云南宁蒗
2013-04-19,14:12:02.8,31.08,103.30,5,ML,1.4,eq,四川汶川
2013-04-19,13:03:40.5,29.80,102.38,8,ML,1.7,eq,四川荥经
2013-04-19,12:03:20.7,31.05,103.00,7,ML,1.9,eq,四川汶川
2013-04-19,11:06:42.0,28.41,104.76,5,ML,1.1,eq,四川珙县
2013-04-19,08:54:42.3,31.24,103.39,5,ML,1.7,eq,四川汶川
2013-04-19,08:48:21.8,31.11,103.30,5,ML,1.1,eq,四川汶川
2013-04-19,07:55:27.9,28.80,105.08,5,ML,1.4,eq,四川江安
2013-04-19,07:35:30.9,31.32,103.45,5,ML,1.6,eq,四川汶川
2013-04-19,07:01:38.1,31.30,103.46,5,ML,1.4,eq,四川汶川
2013-04-19,06:40:34.5,31.30,103.51,13,ML,3.6,eq,四川汶川
2013-04-19,04:43:40.0,31.70,103.19,5,ML,1.9,eq,四川理县
2013-04-19,04:07:00.6,31.25,103.45,12,ML,2.0,eq,四川汶川
2013-04-19,02:34:01.6,27.28,100.74,13,ML,1.5,eq,云南宁蒗
2013-04-19,01:54:19.2,27.73,100.66,6,ML,1.4,eq,云南宁蒗
2013-04-19,01:31:45.9,31.35,103.16,5,ML,1.2,eq,四川理县
2013-04-19,00:50:14.2,27.62,100.66,13,ML,1.3,eq,云南宁蒗
2013-04-19,00:40:39.9,27.59,100.74,10,ML,1.9,eq,云南宁蒗
2013-04-18,23:34:23.3,31.91,104.34,11,ML,1.0,eq,四川北川
2013-04-18,23:32:01.1,27.54,103.97,5,ML,2.4,eq,云南彝良
2013-04-18,23:19:27.2,31.19,103.55,5,ML,1.5,eq,四川汶川
2013-04-18,23:14:39.4,32.62,105.38,14,ML,2.1,eq,四川青川
2013-04-18,22:31:41.4,31.77,104.28,5,ML,1.1,eq,四川安县
2013-04-18,22:25:04.9,29.43,105.53,4,ML,1.5,eq,重庆荣昌
2013-04-18,22:01:28.1,31.00,103.22,17,ML,1.2,eq,四川汶川
2013-04-18,21:07:49.1,26.54,102.04,10,ML,1.7,eq,四川盐边
2013-04-18,20:57:46.5,32.51,104.97,5,ML,1.9,eq,四川青川
2013-04-18,20:16:39.4,26.69,101.98,5,ML,1.8,eq,四川盐边
2013-04-18,19:06:01.1,33.17,104.65,8,ML,1.1,eq,甘肃文县
2013-04-18,15:50:15.7,29.05,102.23,5,ML,1.6,eq,四川石棉
2013-04-18,14:20:36.1,31.86,104.07,5,ML,1.6,eq,四川北川
2013-04-18,13:36:50.0,28.41,104.44,5,ML,1.3,eq,四川高县
2013-04-18,12:32:14.5,28.44,104.79,11,ML,1.2,eq,四川长宁
2013-04-18,12:00:30.0,28.39,104.78,4,ML,1.2,eq,四川珙县
2013-04-18,11:45:18.3,32.36,106.30,5,ML,1.6,eq,四川旺苍
2013-04-18,10:58:31.4,29.76,102.11,5,ML,1.7,eq,四川泸定
2013-04-18,10:11:55.5,31.34,103.39,5,ML,1.7,eq,四川汶川
2013-04-18,09:56:52.0,31.63,104.01,14,ML,1.7,eq,四川绵竹
2013-04-18,09:00:59.7,32.57,104.99,5,ML,1.5,eq,四川青川
2013-04-18,08:20:26.0,26.84,100.76,6,ML,1.0,eq,云南宁蒗
2013-04-18,08:00:51.9,31.31,103.43,5,ML,1.2,eq,四川汶川
2013-04-18,07:27:39.3,32.70,105.41,10,ML,1.8,eq,四川青川
2013-04-18,07:03:37.1,28.44,104.75,8,ML,1.1,eq,四川长宁
2013-04-18,06:21:35.7,31.59,102.42,5,ML,1.5,eq,四川小金
2013-04-18,05:27:55.8,32.05,103.63,5,ML,1.3,eq,四川茂县
2013-04-18,05:16:30.4,31.12,103.58,9,ML,1.2,eq,四川都江堰
2013-04-18,02:54:12.4,30.10,97.16,6,ML,2.8,eq,西藏八宿
2013-04-18,02:45:53.5,32.62,105.40,7,ML,1.6,eq,四川青川
2013-04-18,02:31:05.5,30.93,103.29,12,ML,2.2,eq,四川汶川
2013-04-18,02:17:08.1,27.50,103.72,4,ML,1.8,eq,云南昭通
2013-04-18,02:03:32.6,32.58,105.18,11,ML,1.3,eq,四川青川
2013-04-18,01:30:00.4,31.35,103.46,5,ML,1.0,eq,四川汶川
2013-04-18,00:07:06.9,32.39,101.77,5,ML,1.7,eq,四川阿坝
2013-04-18,00:03:25.3,29.38,105.47,9,ML,1.5,eq,重庆荣昌
2013-04-17,23:19:25.3,32.14,104.61,12,ML,2.5,eq,四川平武
2013-04-17,22:38:09.8,28.35,104.98,5,ML,1.1,eq,四川长宁
2013-04-17,22:22:16.8,31.78,104.32,5,ML,1.5,eq,四川北川
2013-04-17,22:03:41.5,28.23,101.19,5,ML,1.4,eq,四川木里
2013-04-17,21:36:52.1,32.37,101.99,10,ML,2.3,eq,四川红原
2013-04-17,21:32:52.2,31.90,104.25,5,ML,1.1,eq,四川北川
2013-04-17,20:59:37.4,28.09,104.70,5,ML,1.1,eq,四川筠连
2013-04-17,20:38:58.5,31.67,103.10,5,ML,1.6,eq,四川理县
2013-04-17,19:26:48.1,26.66,101.36,5,ML,1.1,eq,云南华坪
2013-04-17,19:03:20.5,31.58,100.58,10,ML,2.9,eq,四川炉霍
2013-04-17,18:25:01.9,30.00,102.60,5,ML,1.4,eq,四川天全
2013-04-17,17:37:27.8,29.40,105.57,5,ML,1.5,eq,重庆荣昌
2013-04-17,17:28:42.4,28.41,104.80,5,ML,1.5,eq,四川珙县
2013-04-17,14:54:55.6,31.25,103.44,5,ML,1.6,eq,四川汶川
2013-04-17,13:04:57.1,29.38,105.44,7,ML,2.5,eq,重庆荣昌
2013-04-17,12:39:26.1,29.56,103.25,5,ML,1.1,eq,四川峨眉山
2013-04-17,12:34:43.6,27.45,100.20,5,ML,1.5,eq,云南玉龙
2013-04-17,10:36:22.7,31.81,104.26,5,ML,1.6,eq,四川北川
2013-04-17,09:16:30.4,31.96,104.27,10,ML,2.1,eq,四川北川
2013-04-17,07:02:13.2,27.48,100.80,13,ML,1.9,eq,云南宁蒗
2013-04-17,06:36:01.5,31.25,103.42,16,ML,2.8,eq,四川汶川
2013-04-17,06:29:32.7,27.51,100.86,13,ML,1.7,eq,云南宁蒗
2013-04-17,05:20:10.5,28.69,103.72,11,ML,2.5,eq,四川马边
2013-04-17,05:00:14.5,32.18,101.49,10,ML,2.0,eq,四川马尔康
2013-04-17,04:35:14.3,27.74,100.78,5,ML,1.4,eq,四川盐源
2013-04-17,04:27:30.1,32.57,105.35,8,ML,2.2,eq,四川青川
2013-04-17,04:11:16.9,31.19,103.46,7,ML,1.1,eq,四川汶川
2013-04-17,03:31:22.9,31.76,100.84,10,ML,1.7,eq,四川炉霍
2013-04-17,02:25:23.1,29.39,104.01,5,ML,1.6,eq,四川犍为
2013-04-17,00:17:38.8,31.34,103.71,16,ML,1.7,eq,四川彭州
2013-04-16,23:46:13.3,31.13,103.47,5,ML,1.5,eq,四川汶川
2013-04-16,18:45:07.9,31.28,103.34,5,ML,1.4,eq,四川汶川
2013-04-16,18:05:41.5,33.53,105.28,6,ML,1.5,eq,甘肃武都
2013-04-16,17:31:33.7,27.65,101.65,9,ML,1.7,eq,四川盐源
2013-04-16,17:23:34.9,28.62,106.99,6,ML,2.6,eq,贵州桐梓
2013-04-16,16:58:04.7,33.39,104.77,6,ML,1.3,eq,甘肃武都
2013-04-16,16:49:41.5,32.80,105.54,5,ML,1.5,eq,陕西宁强
2013-04-16,16:41:15.2,31.63,103.14,5,ML,2.1,eq,四川理县
2013-04-16,16:21:13.4,28.39,104.85,7,ML,1.0,eq,四川长宁
2013-04-16,15:55:42.3,31.04,103.31,8,ML,1.4,eq,四川汶川
2013-04-16,14:04:42.8,32.42,105.00,5,ML,1.4,eq,四川青川
2013-04-16,13:55:21.9,28.28,104.93,11,ML,1.2,eq,四川兴文
2013-04-16,13:52:57.7,28.31,104.91,6,ML,1.2,eq,四川兴文
2013-04-16,13:44:34.8,33.69,106.15,6,ML,1.6,eq,甘肃徽县
